Symbol,Date,Open Price,High Price,Low Price,Close Price,Volume,Adjusted
NVDA,1999-01-22,0.04374999925,0.04882799834,0.03880200163,0.04101600125,2714688000,0.03762098402
NVDA,1999-01-25,0.04427099973,0.04583299905,0.04101600125,0.04531300068,510480000,0.04156230018
NVDA,1999-01-26,0.04583299905,0.04674499854,0.04114599898,0.04179700091,343200000,0.03833733127
NVDA,1999-01-27,0.04192699865,0.04296899959,0.03958300129,0.04166699946,244368000,0.03821809217
NVDA,1999-01-28,0.04166699946,0.04192699865,0.04127600044,0.04153599963,227520000,0.03809792921
NVDA,1999-01-29,0.04153599963,0.04166699946,0.03958300129,0.03958300129,244032000,0.03630658984
NVDA,1999-02-01,0.03958300129,0.04062499851,0.03958300129,0.04036499932,154704000,0.03702386096
NVDA,1999-02-02,0.03958300129,0.04062499851,0.0360679999,0.03723999858,264096000,0.0341575183
NVDA,1999-02-03,0.03671900183,0.03854199871,0.03645800054,0.03802099824,75120000,0.03487388045
NVDA,1999-02-04,0.03854199871,0.04114599898,0.03802099824,0.04010400176,181920000,0.03678446636
NVDA,1999-02-05,0.04075499997,0.04166699946,0.03971400112,0.04127600044,136848000,0.03785946593
NVDA,1999-02-08,0.04153599963,0.04166699946,0.03984399885,0.03984399885,154080000,0.03654598817
NVDA,1999-02-09,0.04062499851,0.04088500142,0.03776000068,0.03828100115,86976000,0.03511236608
NVDA,1999-02-10,0.03828100115,0.03932299837,0.03723999858,0.03789100051,148224000,0.0347546488
NVDA,1999-02-11,0.03802099824,0.04270799831,0.03802099824,0.04114599898,132240000,0.03774021193
NVDA,1999-02-12,0.04166699946,0.04374999925,0.04166699946,0.04349000007,109728000,0.03989018872
NVDA,1999-02-16,0.04427099973,0.04609400034,0.03932299837,0.04374999925,211008000,0.04012868553
NVDA,1999-02-17,0.04270799831,0.04322899878,0.04062499851,0.04140599817,67728000,0.03797869012
NVDA,1999-02-18,0.04270799831,0.04322899878,0.04088500142,0.0420570001,70704000,0.0385758169
NVDA,1999-02-19,0.04166699946,0.04427099973,0.04114599898,0.04349000007,75360000,0.03989018872
NVDA,1999-02-22,0.04427099973,0.0447920002,0.04140599817,0.04374999925,205248000,0.04012868553
NVDA,1999-02-23,0.0447920002,0.04674499854,0.04218799993,0.04583299905,138096000,0.04203926772
NVDA,1999-02-24,0.05260400102,0.05468799919,0.04830700159,0.04947900027,612768000,0.045383472
NVDA,1999-02-25,0.05156299844,0.05312500149,0.04713499919,0.04791700095,149136000,0.04395075515
NVDA,1999-02-26,0.04843800142,0.05000000075,0.04531300068,0.04570300132,172608000,0.0419200249
NVDA,1999-03-01,0.046875,0.04791700095,0.04374999925,0.04596399888,92160000,0.04215941206
NVDA,1999-03-02,0.04583299905,0.04609400034,0.0447920002,0.04557299986,55248000,0.04180077836
NVDA,1999-03-03,0.04583299905,0.04583299905,0.04218799993,0.04244799912,61392000,0.03893444687
NVDA,1999-03-04,0.04453099892,0.0447920002,0.04114599898,0.04153599963,57360000,0.03809792921
NVDA,1999-03-05,0.04192699865,0.04400999844,0.04192699865,0.04388000071,78768000,0.04024790972
NVDA,1999-03-08,0.04270799831,0.04583299905,0.04192699865,0.04453099892,75888000,0.04084504023
NVDA,1999-03-09,0.04440100119,0.04661500081,0.04440100119,0.04596399888,143184000,0.04215941206
NVDA,1999-03-10,0.04661500081,0.04661500081,0.04453099892,0.04518200085,235344000,0.04144214094
NVDA,1999-03-11,0.04440100119,0.04518200085,0.04322899878,0.04322899878,54288000,0.03965079784
NVDA,1999-03-12,0.04349000007,0.04349000007,0.04166699946,0.04244799912,90768000,0.03893444687
NVDA,1999-03-15,0.04349000007,0.0447920002,0.04322899878,0.04427099973,108816000,0.04060653597
NVDA,1999-03-16,0.04453099892,0.04505199939,0.04244799912,0.04283899814,79152000,0.03929308429
NVDA,1999-03-17,0.04322899878,0.04400999844,0.0420570001,0.04309900105,51360000,0.0395315662
NVDA,1999-03-18,0.04322899878,0.04427099973,0.04218799993,0.04362000152,46320000,0.04000943154
NVDA,1999-03-19,0.04349000007,0.04505199939,0.04349000007,0.04374999925,105312000,0.04012868553
NVDA,1999-03-22,0.04466100037,0.0447920002,0.04244799912,0.04244799912,36672000,0.03893444687
NVDA,1999-03-23,0.04270799831,0.04270799831,0.03906299919,0.03984399885,163968000,0.03654598817
NVDA,1999-03-24,0.03958300129,0.03984399885,0.03802099824,0.03958300129,60864000,0.03630658984
NVDA,1999-03-25,0.03945299983,0.04166699946,0.03932299837,0.04010400176,40320000,0.03678446636
NVDA,1999-03-26,0.04062499851,0.04374999925,0.04062499851,0.04362000152,88272000,0.04000943154
NVDA,1999-03-29,0.04492200166,0.04596399888,0.04414099827,0.04492200166,65952000,0.04120366275
NVDA,1999-03-30,0.04505199939,0.04544299841,0.04088500142,0.04114599898,69504000,0.03774021193
NVDA,1999-03-31,0.04244799912,0.04453099892,0.04049500078,0.04400999844,153600000,0.04036715627
NVDA,1999-04-01,0.04400999844,0.04427099973,0.04192699865,0.04270799831,30432000,0.03917292133
NVDA,1999-04-05,0.04218799993,0.04322899878,0.04114599898,0.04140599817,98640000,0.03797869012
NVDA,1999-04-06,0.04179700091,0.04192699865,0.03958300129,0.04036499932,69696000,0.03702386096
NVDA,1999-04-07,0.04062499851,0.04400999844,0.04036499932,0.04374999925,89280000,0.04012868553
NVDA,1999-04-08,0.04400999844,0.04583299905,0.04349000007,0.04453099892,130128000,0.04084504023
NVDA,1999-04-09,0.0447920002,0.0447920002,0.04349000007,0.04374999925,48624000,0.04012868553
NVDA,1999-04-12,0.04322899878,0.04322899878,0.04114599898,0.04192699865,33312000,0.03845657036
NVDA,1999-04-13,0.04270799831,0.04270799831,0.03958300129,0.04023399949,36144000,0.03690370172
NVDA,1999-04-14,0.04010400176,0.04101600125,0.03906299919,0.03906299919,48288000,0.0358296372
NVDA,1999-04-15,0.04010400176,0.04010400176,0.03906299919,0.04010400176,35856000,0.03678446636
NVDA,1999-04-16,0.03984399885,0.0420570001,0.03984399885,0.04140599817,38928000,0.03797869012
NVDA,1999-04-19,0.04192699865,0.04192699865,0.03906299919,0.03958300129,31296000,0.03630658984
NVDA,1999-04-20,0.03958300129,0.04114599898,0.03841099888,0.03880200163,67680000,0.03559024259
NVDA,1999-04-21,0.03880200163,0.03958300129,0.03854199871,0.03945299983,37488000,0.03618734702
NVDA,1999-04-22,0.03958300129,0.03958300129,0.03737000003,0.03776000068,227184000,0.03463448584
NVDA,1999-04-23,0.03762999922,0.03776000068,0.03567700088,0.03593799844,126048000,0.03296330199
NVDA,1999-04-26,0.03593799844,0.03645800054,0.0333329998,0.03411500156,123504000,0.03129119799
NVDA,1999-04-27,0.03489600122,0.03802099824,0.03437500075,0.03776000068,226944000,0.03463448584
NVDA,1999-04-28,0.03802099824,0.03802099824,0.03632799909,0.03750000149,120096000,0.03439600393
NVDA,1999-04-29,0.03762999922,0.03776000068,0.03671900183,0.03750000149,48144000,0.03439600393
NVDA,1999-04-30,0.03789100051,0.03958300129,0.03762999922,0.03802099824,99312000,0.03487388045
NVDA,1999-05-03,0.03841099888,0.03841099888,0.03723999858,0.03828100115,33840000,0.03511236608
NVDA,1999-05-04,0.03828100115,0.03828100115,0.03541700169,0.03619800135,96048000,0.0332017839
NVDA,1999-05-05,0.03645800054,0.03697900102,0.03437500075,0.03697900102,144576000,0.03391813487
NVDA,1999-05-06,0.03671900183,0.03750000149,0.03515600041,0.03626300022,35616000,0.03326139599
NVDA,1999-05-07,0.03515600041,0.03671900183,0.03515600041,0.03645800054,25008000,0.03344025835
NVDA,1999-05-10,0.03619800135,0.03723999858,0.03619800135,0.03645800054,19680000,0.03344025835
NVDA,1999-05-11,0.03802099824,0.03958300129,0.03723999858,0.03841099888,171744000,0.03523159772
NVDA,1999-05-12,0.03880200163,0.03971400112,0.03828100115,0.03958300129,168480000,0.03630658984
NVDA,1999-05-13,0.03958300129,0.04062499851,0.03945299983,0.03958300129,69936000,0.03630658984
NVDA,1999-05-14,0.03958300129,0.03958300129,0.03697900102,0.03750000149,28464000,0.03439600393
NVDA,1999-05-17,0.03697900102,0.03932299837,0.03684899956,0.03932299837,35760000,0.03606810793
NVDA,1999-05-18,0.03971400112,0.04166699946,0.03854199871,0.04114599898,151536000,0.03774021193
NVDA,1999-05-19,0.04296899959,0.04453099892,0.03867200017,0.03932299837,451728000,0.03606810793
NVDA,1999-05-20,0.03958300129,0.03958300129,0.03476599976,0.03619800135,178176000,0.0332017839
NVDA,1999-05-21,0.03567700088,0.03567700088,0.03437500075,0.03541700169,303504000,0.03248542175
NVDA,1999-05-24,0.03567700088,0.03645800054,0.03476599976,0.03528600186,162624000,0.03236525878
NVDA,1999-05-25,0.03541700169,0.03593799844,0.03515600041,0.03554699942,130080000,0.03260466829
NVDA,1999-05-26,0.03541700169,0.03723999858,0.03541700169,0.03541700169,104736000,0.03248542175
NVDA,1999-05-27,0.03567700088,0.03567700088,0.03515600041,0.03515600041,82320000,0.03224603459
NVDA,1999-05-28,0.03567700088,0.03567700088,0.03515600041,0.03554699942,88656000,0.03260466829
NVDA,1999-06-01,0.03541700169,0.03567700088,0.03489600122,0.03567700088,98544000,0.03272391856
NVDA,1999-06-02,0.03567700088,0.03567700088,0.03437500075,0.03437500075,130128000,0.03152967244
NVDA,1999-06-03,0.03528600186,0.03554699942,0.03489600122,0.03528600186,41568000,0.03236525878
NVDA,1999-06-04,0.03554699942,0.03567700088,0.03528600186,0.03554699942,78912000,0.03260466829
NVDA,1999-06-07,0.03574199975,0.03645800054,0.03567700088,0.03593799844,125136000,0.03296330199
NVDA,1999-06-08,0.0360679999,0.03750000149,0.03593799844,0.03684899956,153312000,0.0337988846
NVDA,1999-06-09,0.03697900102,0.03828100115,0.03697900102,0.03750000149,95184000,0.03439600393
NVDA,1999-06-10,0.03750000149,0.03776000068,0.03723999858,0.03762999922,36096000,0.03451524675
NVDA,1999-06-11,0.03762999922,0.03776000068,0.03554699942,0.03684899956,61008000,0.0337988846
NVDA,1999-06-14,0.03691399843,0.03697900102,0.03515600041,0.03541700169,51648000,0.03248542175
NVDA,1999-06-15,0.03541700169,0.03567700088,0.03489600122,0.03541700169,49296000,0.03248542175
NVDA,1999-06-16,0.03593799844,0.03750000149,0.03541700169,0.03645800054,64416000,0.03344025835
NVDA,1999-06-17,0.03619800135,0.03671900183,0.03541700169,0.03541700169,74928000,0.03248542175
NVDA,1999-06-18,0.03567700088,0.03567700088,0.03411500156,0.03411500156,158736000,0.03129119799
NVDA,1999-06-21,0.03515600041,0.03593799844,0.03421200067,0.03593799844,83472000,0.03296330199
NVDA,1999-06-22,0.03593799844,0.03593799844,0.03450499848,0.03528600186,193056000,0.03236525878
NVDA,1999-06-23,0.03489600122,0.03593799844,0.03450499848,0.03593799844,210912000,0.03296330199
NVDA,1999-06-24,0.03619800135,0.03619800135,0.03489600122,0.03515600041,115200000,0.03224603459
NVDA,1999-06-25,0.03489600122,0.0360679999,0.03489600122,0.03567700088,73536000,0.03272391856
NVDA,1999-06-28,0.03684899956,0.03684899956,0.03541700169,0.03619800135,109152000,0.0332017839
NVDA,1999-06-29,0.03671900183,0.03710899875,0.03619800135,0.03658900037,92688000,0.03356040642
NVDA,1999-06-30,0.03776000068,0.03984399885,0.03697900102,0.03984399885,269232000,0.03654598817
NVDA,1999-07-01,0.03984399885,0.03984399885,0.03567700088,0.03776000068,88992000,0.03463448584
NVDA,1999-07-02,0.03828100115,0.04049500078,0.03750000149,0.04049500078,224880000,0.03714311868
NVDA,1999-07-06,0.04088500142,0.04088500142,0.04010400176,0.04062499851,198096000,0.03726233542
NVDA,1999-07-07,0.04088500142,0.04088500142,0.03984399885,0.03984399885,63120000,0.03654598817
NVDA,1999-07-08,0.04010400176,0.04140599817,0.03880200163,0.04075499997,186048000,0.03738157824
NVDA,1999-07-09,0.04062499851,0.04453099892,0.04062499851,0.04420600086,211728000,0.04054693505
NVDA,1999-07-12,0.046875,0.04817700014,0.04505199939,0.0462240018,401040000,0.04239789769
NVDA,1999-07-13,0.04674499854,0.04700500146,0.04427099973,0.04635399953,138864000,0.04251713678
NVDA,1999-07-14,0.04635399953,0.04739600047,0.04427099973,0.04453099892,137952000,0.04084504023
NVDA,1999-07-15,0.04492200166,0.04635399953,0.0447920002,0.0447920002,137040000,0.04108442739
NVDA,1999-07-16,0.04557299986,0.04609400034,0.0447920002,0.04570300132,103872000,0.0419200249
NVDA,1999-07-19,0.04583299905,0.04596399888,0.04427099973,0.04453099892,43632000,0.04084504023
NVDA,1999-07-20,0.04453099892,0.04453099892,0.04218799993,0.04374999925,178752000,0.04012868553
NVDA,1999-07-21,0.04322899878,0.04322899878,0.04114599898,0.04244799912,112080000,0.03893444687
NVDA,1999-07-22,0.04218799993,0.04218799993,0.04010400176,0.04049500078,213264000,0.03714311868
NVDA,1999-07-23,0.04036499932,0.04166699946,0.04036499932,0.04049500078,80256000,0.03714311868
NVDA,1999-07-26,0.04153599963,0.04153599963,0.04062499851,0.04062499851,60528000,0.03726233542
NVDA,1999-07-27,0.04062499851,0.04088500142,0.04010400176,0.04075499997,98592000,0.03738157824
NVDA,1999-07-28,0.04062499851,0.04192699865,0.04049500078,0.04140599817,244224000,0.03797869012
NVDA,1999-07-29,0.04062499851,0.04192699865,0.04036499932,0.04179700091,388800000,0.03833733127
NVDA,1999-07-30,0.04179700091,0.04296899959,0.04166699946,0.04192699865,452304000,0.03845657036
NVDA,1999-08-02,0.04192699865,0.04244799912,0.04166699946,0.04231800139,313344000,0.03881520405
NVDA,1999-08-03,0.04231800139,0.04231800139,0.04088500142,0.04127600044,255216000,0.03785946593
NVDA,1999-08-04,0.04153599963,0.04166699946,0.04114599898,0.04127600044,89952000,0.03785946593
NVDA,1999-08-05,0.04127600044,0.04192699865,0.04062499851,0.04192699865,240576000,0.03845657036
NVDA,1999-08-06,0.04179700091,0.0420570001,0.04166699946,0.04192699865,183984000,0.03845657036
NVDA,1999-08-09,0.0420570001,0.04244799912,0.04166699946,0.04192699865,31056000,0.03845657036
NVDA,1999-08-10,0.04218799993,0.04453099892,0.04192699865,0.04270799831,212064000,0.03917292133
NVDA,1999-08-11,0.04349000007,0.04609400034,0.04296899959,0.04557299986,197712000,0.04180077836
NVDA,1999-08-12,0.04583299905,0.0489579998,0.04557299986,0.04778600112,239616000,0.04383060709
NVDA,1999-08-13,0.04739600047,0.04830700159,0.046875,0.04726599902,84672000,0.04335364327
NVDA,1999-08-16,0.04765599966,0.04765599966,0.04388000071,0.04544299841,223440000,0.04168155044
NVDA,1999-08-17,0.04557299986,0.04635399953,0.04440100119,0.04557299986,193536000,0.04180077836
NVDA,1999-08-18,0.04505199939,0.04713499919,0.04414099827,0.04661500081,279888000,0.04275653511
NVDA,1999-08-19,0.04986999929,0.05911500007,0.04817700014,0.05651000142,1966992000,0.05183248967
NVDA,1999-08-20,0.05664100125,0.05703099817,0.05390600115,0.05598999932,353088000,0.05135551095
NVDA,1999-08-23,0.05520800129,0.05520800129,0.05078100041,0.05260400102,507984000,0.04824979976
NVDA,1999-08-24,0.05182300135,0.05286499858,0.04921900108,0.05234400183,398064000,0.04801131785
